Date,"('CLOSE', 'USO')","('HIGH', 'USO')","('LOW', 'USO')","('OPEN', 'USO')","('VOLUME', 'USO')"
2013-06-12,272.239990,273.920013,271.279999,272.799988,690888
2013-06-13,274.640015,275.279999,271.200012,271.279999,342713
2013-06-14,277.920013,278.720001,277.040009,278.079987,782038
2013-06-17,278.079987,279.519989,276.799988,278.880005,537013
2013-06-18,279.679993,280.160004,277.679993,278.799988,319325
2013-06-19,278.239990,280.480011,277.040009,279.679993,442925
2013-06-20,269.040009,272.239990,268.160004,271.839996,1136875
2013-06-21,265.839996,269.519989,263.839996,269.040009,1297663
2013-06-24,269.119995,270.880005,264.000000,264.399994,841838
2013-06-25,269.920013,271.600006,268.480011,271.359985,565950
2013-06-26,270.399994,271.040009,265.440002,270.559998,581100
2013-06-27,274.640015,276.000000,271.359985,272.000000,844988
2013-06-28,273.440002,276.640015,272.959991,275.440002,592350
2013-07-01,277.359985,278.399994,275.679993,276.880005,588763
2013-07-02,281.679993,282.880005,278.880005,279.200012,1095275
2013-07-03,286.720001,289.440002,284.799988,287.440002,1525400
2013-07-05,292.480011,292.720001,287.519989,288.399994,903450
2013-07-08,291.279999,293.359985,289.760010,290.320007,526538
2013-07-09,294.160004,294.399994,290.640015,290.959991,714050
2013-07-10,299.440002,301.119995,296.559998,298.000000,1379175
2013-07-11,296.079987,298.799988,295.040009,298.720001,1018863
2013-07-12,300.480011,300.799988,296.880005,298.399994,700775
2013-07-15,301.359985,302.079987,298.880005,298.959991,592738
2013-07-16,299.839996,302.399994,299.760010,302.160004,403738
2013-07-17,302.399994,302.720001,299.839996,300.640015,411375
2013-07-18,306.720001,307.679993,303.440002,303.440002,604825
2013-07-19,307.600006,308.959991,304.079987,308.880005,755138
2013-07-22,303.359985,307.040009,302.880005,306.559998,802075
2013-07-23,304.720001,305.519989,301.760010,301.920013,577050
2013-07-24,299.200012,304.079987,298.000000,302.880005,899238
2013-07-25,300.640015,301.040009,296.000000,299.359985,650200
2013-07-26,297.679993,299.119995,295.519989,299.040009,400038
2013-07-29,297.040009,299.040009,296.000000,298.399994,340050
2013-07-30,293.359985,295.279999,292.000000,295.200012,656025
2013-07-31,298.880005,299.359985,292.799988,293.679993,783175
2013-08-01,306.160004,307.279999,304.480011,304.799988,1106475
2013-08-02,303.519989,304.959991,302.720001,304.559998,550588
2013-08-05,302.640015,304.399994,301.040009,301.279999,340925
2013-08-06,299.679993,302.480011,298.160004,302.320007,761325
2013-08-07,296.079987,300.000000,296.000000,298.160004,741413
2013-08-08,294.720001,294.880005,290.799988,294.160004,1357263
2013-08-09,300.720001,301.119995,296.239990,296.480011,906513
2013-08-12,302.079987,302.320007,298.160004,299.200012,538300
2013-08-13,303.200012,304.559998,300.559998,301.839996,558788
2013-08-14,304.720001,305.119995,301.200012,302.799988,637488
2013-08-15,305.920013,307.200012,303.839996,306.480011,569963
2013-08-16,307.200012,308.559998,304.079987,306.480011,667613
2013-08-19,305.359985,307.440002,304.480011,305.600006,425150
2013-08-20,300.160004,305.679993,299.119995,301.519989,845900
2013-08-21,297.359985,300.160004,295.920013,299.920013,685613
2013-08-22,300.320007,300.799988,296.720001,297.200012,563925
2013-08-23,303.600006,305.600006,298.160004,299.279999,742913
2013-08-26,303.679993,304.079987,301.679993,303.600006,712575
2013-08-27,310.959991,312.399994,309.760010,311.200012,1811800
2013-08-28,312.640015,315.679993,312.000000,313.760010,1616313
2013-08-29,308.640015,314.640015,307.920013,312.640015,1017725
2013-08-30,307.839996,310.799988,305.679993,308.320007,1295613
2013-09-03,310.079987,311.040009,305.839996,306.000000,989725
2013-09-04,306.720001,308.399994,305.119995,306.799988,536650
2013-09-05,309.519989,310.160004,306.399994,308.239990,551913
2013-09-06,314.880005,316.320007,312.239990,312.640015,1304138
2013-09-09,311.519989,314.880005,310.720001,313.920013,988738
2013-09-10,306.720001,307.519989,304.239990,305.760010,1337613
2013-09-11,307.839996,308.720001,305.760010,307.920013,693300
2013-09-12,310.959991,312.079987,308.480011,308.799988,612163
2013-09-13,310.799988,311.040009,306.880005,307.760010,404275
2013-09-16,304.880005,308.079987,304.799988,306.000000,756575
2013-09-17,301.920013,304.160004,300.959991,303.760010,845213
2013-09-18,309.440002,310.399994,302.480011,303.119995,979650
2013-09-19,304.640015,308.959991,304.320007,308.480011,861463
2013-09-20,302.160004,305.440002,301.200012,303.760010,703813
2013-09-23,298.160004,299.679993,297.279999,298.640015,731650
2013-09-24,297.760010,298.399994,294.799988,296.399994,729713
2013-09-25,295.040009,298.799988,294.559998,298.320007,614200
2013-09-26,296.640015,297.359985,295.119995,296.320007,367838
2013-09-27,295.679993,299.040009,295.279999,296.399994,522713
2013-09-30,294.799988,296.160004,291.200012,291.839996,665813
2013-10-01,293.440002,294.320007,291.279999,292.880005,792275
2013-10-02,299.359985,300.320007,292.640015,293.440002,1378300
2013-10-03,297.119995,300.720001,296.480011,300.640015,605313
2013-10-04,298.480011,300.239990,297.679993,299.519989,346538
2013-10-07,297.119995,298.880005,293.600006,294.320007,575813
2013-10-08,298.480011,299.920013,297.760010,299.040009,431413
2013-10-09,292.399994,295.679993,291.600006,295.040009,1374863
2013-10-10,296.799988,298.320007,292.239990,292.640015,852225
2013-10-11,294.000000,294.720001,291.359985,291.679993,768350
2013-10-14,294.959991,296.160004,292.399994,293.279999,333175
2013-10-15,291.760010,294.959991,291.600006,293.200012,684388
2013-10-16,295.359985,297.440002,292.640015,292.959991,612825
2013-10-17,291.040009,292.559998,289.040009,292.000000,1219613
2013-10-18,291.600006,292.720001,290.720001,292.480011,519650
2013-10-21,287.519989,290.480011,286.799988,289.839996,615275
2013-10-22,283.279999,289.200012,283.119995,287.839996,1277038
2013-10-23,279.600006,281.040009,277.359985,278.239990,1559738
2013-10-24,279.920013,280.399994,276.720001,277.440002,697888
2013-10-25,282.559998,282.799988,280.079987,280.480011,479113
2013-10-28,284.399994,284.880005,281.600006,282.239990,536675
2013-10-29,283.279999,283.920013,282.320007,283.119995,291638
2013-10-30,278.799988,281.040009,278.480011,280.559998,741150
2013-10-31,277.519989,279.760010,276.880005,278.239990,637525
2013-11-01,273.040009,275.600006,272.160004,275.600006,1221863
2013-11-04,272.320007,274.239990,272.160004,272.480011,571450
2013-11-05,269.359985,271.920013,268.399994,271.440002,820663
2013-11-06,273.519989,274.959991,270.880005,270.880005,1249425
2013-11-07,271.760010,272.480011,270.480011,272.320007,594313
2013-11-08,272.079987,273.679993,270.959991,272.640015,465275
2013-11-11,274.079987,274.880005,271.920013,272.239990,316688
2013-11-12,269.119995,274.399994,268.000000,272.880005,942400
2013-11-13,271.200012,273.040009,270.079987,270.799988,495700
2013-11-14,271.440002,272.959991,267.600006,269.440002,790663
2013-11-15,271.040009,272.399994,270.720001,272.399994,495563
2013-11-18,268.959991,272.640015,268.239990,271.200012,666625
2013-11-19,269.760010,270.320007,267.839996,269.440002,496088
2013-11-20,269.040009,271.040009,267.839996,270.239990,646000
2013-11-21,273.359985,274.559998,270.480011,271.679993,686075
2013-11-22,272.320007,273.600006,270.160004,272.799988,717500
2013-11-25,270.559998,271.359985,268.720001,269.119995,653325
2013-11-26,269.519989,270.880005,268.640015,270.239990,407838
2013-11-27,265.519989,265.839996,263.600006,265.440002,980925
2013-11-29,267.679993,269.600006,266.559998,266.559998,483750
2013-12-02,269.440002,270.079987,267.359985,267.760010,537275
2013-12-03,276.079987,276.239990,270.399994,270.399994,1751850
2013-12-04,279.040009,280.160004,276.559998,278.079987,1193938
2013-12-05,279.440002,281.359985,279.200012,279.519989,612063
2013-12-06,280.399994,280.640015,278.959991,279.359985,339225
2013-12-09,279.279999,280.880005,279.279999,280.799988,712463
2013-12-10,282.480011,282.799988,280.480011,282.399994,717913
2013-12-11,279.839996,282.079987,279.040009,281.200012,912213
2013-12-12,279.760010,281.279999,279.679993,281.119995,541013
2013-12-13,277.119995,278.799988,276.559998,277.679993,777188
2013-12-16,279.519989,280.640015,279.040009,279.200012,496988
2013-12-17,278.959991,281.119995,278.640015,280.399994,278588
2013-12-18,280.239990,281.519989,279.200012,280.399994,545125
2013-12-19,282.559998,284.959991,281.839996,282.320007,775575
2013-12-20,283.839996,284.720001,282.239990,283.440002,403575
2013-12-23,282.880005,284.000000,282.559998,283.440002,284238
2013-12-24,283.920013,284.399994,283.679993,283.679993,114975
2013-12-26,285.200012,285.519989,282.000000,282.000000,357463
2013-12-27,286.720001,288.559998,286.559998,286.880005,474125
2013-12-30,284.239990,286.640015,283.920013,286.079987,380238
2013-12-31,282.559998,283.040009,281.119995,282.239990,674888
2014-01-02,273.839996,277.600006,273.119995,277.519989,1342588
2014-01-03,270.000000,273.040009,268.799988,273.040009,1207313
2014-01-06,268.559998,269.760010,266.880005,268.959991,568075
2014-01-07,268.640015,269.839996,267.600006,267.760010,390850
2014-01-08,265.279999,268.399994,264.239990,268.239990,717688
2014-01-09,264.640015,265.600006,261.440002,265.519989,815625
2014-01-10,265.519989,266.399994,263.440002,265.040009,681500
2014-01-13,262.480011,264.480011,261.760010,264.000000,780938
2014-01-14,264.320007,265.920013,263.359985,264.160004,495913
2014-01-15,270.160004,270.799988,266.079987,266.079987,911575
2014-01-16,269.200012,269.679993,267.760010,269.279999,539675
2014-01-17,269.519989,270.880005,268.799988,270.880005,859600
2014-01-21,271.920013,272.320007,269.920013,272.000000,490738
2014-01-22,276.480011,276.720001,273.359985,273.600006,624463
2014-01-23,277.760010,279.359985,276.559998,277.359985,709650
2014-01-24,276.640015,278.320007,274.880005,278.239990,614463
2014-01-27,273.839996,276.959991,272.000000,276.320007,690575
2014-01-28,277.519989,278.799988,276.720001,276.720001,539138
2014-01-29,277.839996,279.040009,275.200012,275.600006,619113
2014-01-30,279.600006,281.440002,279.519989,280.880005,409350
2014-01-31,278.399994,280.959991,278.000000,278.399994,618538
2014-02-03,276.160004,279.200012,274.880005,278.399994,1527838
2014-02-04,277.920013,279.040009,276.959991,277.760010,329225
2014-02-05,277.679993,279.679993,276.480011,278.640015,458963
2014-02-06,279.200012,281.600006,278.239990,281.279999,275738
2014-02-07,285.119995,286.000000,280.000000,280.480011,793063
2014-02-10,285.040009,286.880005,284.480011,285.519989,367650
2014-02-11,285.119995,286.239990,284.320007,284.880005,260600
2014-02-12,286.399994,289.279999,286.000000,288.559998,551000
2014-02-13,286.959991,287.839996,285.760010,285.920013,273125
2014-02-14,287.279999,287.760010,284.959991,285.679993,218963
2014-02-18,293.279999,294.160004,289.760010,290.399994,594950
2014-02-19,295.200012,296.399994,293.119995,293.600006,585350
2014-02-20,295.040009,295.679993,293.920013,295.200012,342263
2014-02-21,293.519989,294.799988,291.839996,294.000000,535375
2014-02-24,294.320007,296.880005,293.119995,293.519989,437400
2014-02-25,292.720001,293.040009,289.920013,291.760010,422400
2014-02-26,294.000000,295.279999,293.119995,293.920013,253638
2014-02-27,293.519989,294.320007,292.000000,293.119995,335950
2014-02-28,293.920013,295.440002,292.480011,292.880005,315638
2014-03-03,300.160004,301.920013,298.720001,299.119995,934538
2014-03-04,296.480011,297.600006,295.200012,297.440002,465838
2014-03-05,289.920013,296.160004,289.600006,295.600006,687575
2014-03-06,292.559998,292.880005,287.359985,289.040009,456063
2014-03-07,294.239990,295.279999,293.040009,293.279999,277213
2014-03-10,290.399994,291.359985,289.440002,290.239990,401363
2014-03-11,286.480011,290.079987,286.160004,289.440002,447613
2014-03-12,282.799988,284.399994,280.320007,282.160004,821575
2014-03-13,282.720001,282.799988,281.040009,281.920013,276413
2014-03-14,284.239990,285.359985,282.720001,283.760010,450638
2014-03-17,281.200012,283.279999,279.760010,282.880005,319063
2014-03-18,284.640015,285.440002,281.760010,281.760010,323250
2014-03-19,285.679993,286.239990,283.600006,284.880005,291675
2014-03-20,284.640015,286.720001,282.880005,284.640015,286975
2014-03-21,286.720001,289.119995,285.839996,286.079987,338500
2014-03-24,286.559998,289.119995,286.160004,289.119995,206050
2014-03-25,286.160004,289.119995,284.959991,287.760010,272988
2014-03-26,288.720001,289.679993,286.880005,288.000000,242638
2014-03-27,292.000000,293.200012,291.679993,292.000000,260238
2014-03-28,292.959991,294.720001,292.399994,294.320007,250063
2014-03-31,292.720001,293.920013,290.880005,292.720001,265500
2014-04-01,286.640015,292.000000,286.399994,291.600006,586075
2014-04-02,286.399994,287.600006,285.040009,286.480011,420775
2014-04-03,289.119995,289.679993,286.320007,286.720001,233475
2014-04-04,291.440002,292.959991,291.119995,291.839996,303450
2014-04-07,290.239990,292.079987,288.079987,289.600006,253775
2014-04-08,295.200012,296.079987,290.559998,291.679993,562250
2014-04-09,297.760010,299.040009,295.200012,295.839996,558400
2014-04-10,297.600006,298.640015,297.040009,297.839996,371138
2014-04-11,297.440002,300.320007,297.440002,297.600006,329788
2014-04-14,299.040009,300.559998,298.480011,298.720001,168550
2014-04-15,299.119995,300.320007,298.799988,299.040009,339400
2014-04-16,299.839996,302.480011,298.000000,302.239990,583675
2014-04-17,301.279999,302.320007,299.600006,300.079987,385488
2014-04-21,301.119995,302.079987,300.399994,300.720001,169200
2014-04-22,296.000000,297.839996,295.359985,297.679993,389825
2014-04-23,295.279999,296.959991,294.720001,296.320007,298700
2014-04-24,296.399994,297.760010,295.920013,297.040009,172163
2014-04-25,292.799988,293.760010,292.239990,292.640015,248925
2014-04-28,293.679993,294.000000,291.839996,293.920013,173938
2014-04-29,293.760010,297.200012,293.440002,296.559998,174850
2014-04-30,290.559998,290.559998,288.959991,289.760010,451463
2014-05-01,289.279999,290.480011,287.760010,288.239990,317475
2014-05-02,290.320007,291.200012,288.799988,289.359985,230775
2014-05-05,289.119995,290.079987,287.679993,290.079987,293000
2014-05-06,289.519989,292.000000,289.279999,290.480011,205288
2014-05-07,292.799988,293.600006,290.239990,292.079987,242288
2014-05-08,291.920013,292.160004,290.640015,291.359985,162938
2014-05-09,291.200012,294.160004,290.239990,293.359985,194038
2014-05-12,292.720001,293.760010,292.160004,293.119995,187288
2014-05-13,296.320007,296.640015,293.679993,294.640015,277738
2014-05-14,297.440002,298.720001,297.200012,297.760010,321875
2014-05-15,296.320007,297.279999,295.440002,296.959991,167375
2014-05-16,297.839996,298.160004,296.720001,296.880005,196863
2014-05-19,299.040009,300.160004,298.640015,299.359985,205600
2014-05-20,300.160004,300.320007,297.920013,298.640015,168575
2014-05-21,303.839996,305.440002,302.000000,302.160004,570325
2014-05-22,304.079987,305.279999,303.359985,304.880005,429563
2014-05-23,305.440002,306.160004,304.399994,304.799988,318225
2014-05-27,305.119995,305.359985,303.440002,304.000000,144438
2014-05-28,301.440002,304.079987,300.720001,303.920013,235625
2014-05-29,303.279999,304.480011,301.359985,301.760010,148700
2014-05-30,301.440002,301.839996,299.920013,301.200012,163875
2014-06-02,300.239990,300.559998,299.040009,300.160004,388938
2014-06-03,301.119995,301.200012,299.600006,299.920013,145013
2014-06-04,300.079987,303.760010,300.000000,302.799988,213913
2014-06-05,300.399994,300.799988,297.679993,298.160004,158550
2014-06-06,300.880005,301.440002,299.679993,301.279999,129388
2014-06-09,305.440002,305.839996,303.519989,303.760010,383913
2014-06-10,306.239990,307.519989,304.399994,306.640015,220538
2014-06-11,306.000000,306.880005,305.200012,305.760010,146375
2014-06-12,312.640015,312.880005,309.679993,310.399994,726238
2014-06-13,312.959991,314.239990,312.160004,312.640015,369388
2014-06-16,313.359985,314.079987,312.959991,313.519989,227450
2014-06-17,311.920013,314.720001,311.839996,313.040009,270813
2014-06-18,312.079987,313.600006,310.880005,313.279999,280038
2014-06-19,313.040009,313.920013,310.239990,311.200012,294975
2014-06-20,314.559998,315.519989,313.600006,314.160004,336000
2014-06-23,313.279999,314.480011,312.559998,314.320007,272288
2014-06-24,312.720001,314.000000,311.920013,312.720001,238700
2014-06-25,314.320007,314.559998,311.119995,312.959991,257438
2014-06-26,311.760010,313.119995,309.920013,313.119995,251950
2014-06-27,311.839996,313.119995,310.799988,312.799988,203425
2014-06-30,311.040009,311.760010,308.720001,311.519989,228688
2014-07-01,310.880005,312.959991,308.559998,312.160004,296713
2014-07-02,307.200012,311.279999,307.119995,309.119995,331925
2014-07-03,306.000000,307.200012,305.920013,307.119995,180938
2014-07-07,305.359985,306.320007,304.399994,306.160004,178550
2014-07-08,305.440002,307.359985,303.839996,306.079987,302263
2014-07-09,301.519989,303.279999,300.959991,303.119995,729763
2014-07-10,303.200012,303.920013,300.720001,301.040009,459038
2014-07-11,297.279999,301.200012,296.320007,300.559998,618388
2014-07-14,298.559998,298.799988,295.679993,296.480011,772763
2014-07-15,295.040009,295.519989,292.640015,294.720001,553375
2014-07-16,298.480011,299.119995,296.559998,296.640015,522988
2014-07-17,302.640015,303.279999,299.839996,302.720001,809575
2014-07-18,301.760010,303.200012,301.359985,302.320007,421050
2014-07-21,304.799988,305.279999,302.160004,302.720001,433575
2014-07-22,303.600006,304.559998,302.880005,304.559998,185738
2014-07-23,305.279999,306.399994,303.920013,304.399994,282188
2014-07-24,302.559998,305.679993,302.079987,305.440002,343313
2014-07-25,302.160004,304.000000,299.359985,300.079987,340963
2014-07-28,301.119995,302.480011,299.119995,300.160004,273688
2014-07-29,299.119995,300.160004,297.600006,298.239990,338650
2014-07-30,295.359985,301.440002,294.799988,300.720001,625688
2014-07-31,290.559998,295.600006,290.160004,295.119995,597313
2014-08-01,289.519989,290.399994,287.839996,288.959991,535513
2014-08-04,291.839996,292.480011,289.519989,289.600006,302700
2014-08-05,289.279999,290.799988,287.600006,290.640015,411213
2014-08-06,287.600006,290.799988,286.640015,289.920013,646963
2014-08-07,289.279999,289.679993,286.559998,287.760010,294588
2014-08-08,288.959991,290.079987,287.839996,289.760010,281738
2014-08-11,289.760010,291.679993,289.519989,289.839996,235775
2014-08-12,287.920013,289.040009,286.480011,287.679993,360688
2014-08-13,288.160004,289.359985,286.239990,288.320007,305463
2014-08-14,280.880005,286.880005,280.320007,286.720001,987650
2014-08-15,283.519989,284.880005,281.040009,281.359985,665200
2014-08-18,280.480011,281.119995,279.040009,280.880005,347263
2014-08-19,277.679993,280.480011,276.640015,280.160004,503563
2014-08-20,278.880005,279.440002,277.519989,279.040009,397350
2014-08-21,280.720001,282.079987,278.959991,279.200012,486013
2014-08-22,279.679993,280.239990,277.600006,278.640015,488300
2014-08-25,278.959991,279.679993,277.920013,278.399994,416775
2014-08-26,280.320007,281.679993,278.799988,280.799988,378775
2014-08-27,280.239990,281.359985,278.799988,280.239990,317563
2014-08-28,282.559998,282.720001,280.320007,282.079987,319275
2014-08-29,286.079987,286.640015,283.839996,284.640015,397750
2014-09-02,278.320007,283.279999,276.799988,282.239990,753888
2014-09-03,284.399994,286.079987,280.079987,281.040009,551500
2014-09-04,282.399994,284.399994,281.119995,283.040009,441688
2014-09-05,279.200012,282.239990,277.279999,282.160004,567963
2014-09-08,277.600006,277.600006,274.160004,274.320007,356900
2014-09-09,276.959991,278.559998,276.079987,278.079987,263138
2014-09-10,274.079987,275.440002,272.160004,275.359985,636763
2014-09-11,277.519989,278.480011,271.279999,271.600006,1018825
2014-09-12,275.040009,278.399994,274.399994,276.720001,514113
2014-09-15,276.480011,277.279999,273.519989,273.760010,400125
2014-09-16,282.000000,283.359985,278.160004,278.480011,646725
2014-09-17,280.079987,282.959991,279.279999,281.920013,644525
2014-09-18,276.959991,281.519989,276.480011,281.440002,539063
2014-09-19,276.559998,277.760010,274.559998,276.079987,425375
2014-09-22,273.519989,275.679993,272.239990,275.279999,493550
2014-09-23,275.519989,277.279999,273.440002,274.239990,341588
2014-09-24,280.000000,280.880005,274.480011,276.239990,768638
2014-09-25,278.640015,281.040009,277.200012,280.640015,533300
2014-09-26,281.279999,282.559998,278.720001,279.279999,379325
2014-09-29,284.160004,284.959991,279.839996,280.000000,416688
2014-09-30,275.279999,283.839996,273.600006,283.440002,1449013
2014-10-01,273.200012,279.839996,272.399994,276.799988,860750
2014-10-02,274.959991,275.359985,269.119995,270.079987,1058088
2014-10-03,270.160004,274.079987,269.119995,273.359985,822788
2014-10-06,272.320007,273.200012,267.279999,270.160004,567675
2014-10-07,267.519989,270.480011,266.880005,270.320007,540475
2014-10-08,264.000000,264.720001,261.519989,264.559998,932313
2014-10-09,256.880005,261.839996,256.079987,261.200012,989413
2014-10-10,257.440002,259.839996,253.919998,257.040009,949900
2014-10-13,255.919998,258.559998,253.679993,256.320007,635850
2014-10-14,246.800003,255.360001,245.039993,255.279999,1925463
2014-10-15,245.360001,248.080002,242.720001,245.520004,1828538
2014-10-16,248.800003,255.279999,241.600006,242.880005,2384188
2014-10-17,250.000000,253.039993,248.240005,250.639999,938625
2014-10-20,249.119995,249.919998,245.279999,248.720001,756300
2014-10-21,250.399994,252.800003,247.759995,251.360001,722313
2014-10-22,244.399994,252.000000,243.679993,251.759995,1075250
2014-10-23,248.479996,250.080002,246.160004,247.199997,907350
2014-10-24,247.039993,247.119995,244.000000,246.399994,706163
2014-10-27,245.119995,246.160004,241.279999,242.320007,650413
2014-10-28,246.559998,247.360001,244.559998,245.520004,509750
2014-10-29,249.839996,251.600006,248.000000,249.440002,954113
2014-10-30,246.080002,248.080002,245.039993,247.119995,750375
2014-10-31,245.039993,245.199997,241.520004,241.919998,585113
2014-11-03,238.080002,245.759995,237.279999,244.080002,2361775
2014-11-04,234.399994,234.960007,231.119995,234.479996,1581838
2014-11-05,239.600006,240.880005,234.720001,234.800003,1731388
2014-11-06,236.800003,237.520004,234.080002,235.759995,793963
2014-11-07,238.080002,241.039993,237.839996,238.000000,823138
2014-11-10,234.720001,241.360001,234.160004,241.360001,937400
2014-11-11,235.360001,236.720001,232.160004,234.720001,607450
2014-11-12,233.119995,236.559998,232.639999,233.919998,754075
2014-11-13,226.320007,231.839996,224.800003,231.440002,2205788
2014-11-14,230.639999,231.600006,226.320007,227.279999,999863
2014-11-17,229.440002,230.240005,227.440002,227.679993,723913
2014-11-18,225.600006,228.399994,225.520004,227.839996,909075
2014-11-19,226.000000,228.960007,224.800003,226.880005,841650
2014-11-20,229.839996,230.479996,227.039993,228.080002,903213
2014-11-21,232.800003,233.119995,229.679993,232.479996,1351000
2014-11-24,229.919998,233.839996,229.199997,231.199997,1056588
2014-11-25,224.240005,232.559998,224.080002,232.320007,3099275
2014-11-26,223.199997,225.440002,222.800003,223.759995,1874175
2014-11-28,204.639999,211.360001,203.679993,210.720001,2532100
2014-12-01,210.559998,211.119995,202.080002,202.479996,3248750
2014-12-02,204.639999,208.639999,202.559998,206.800003,2553263
2014-12-03,204.639999,207.119995,202.800003,205.119995,1537938
2014-12-04,202.720001,204.000000,200.800003,201.919998,864738
2014-12-05,199.679993,201.919998,197.839996,201.199997,1438500
2014-12-08,191.279999,196.000000,190.639999,195.839996,1912450
2014-12-09,193.600006,194.559998,189.919998,190.960007,1508375
2014-12-10,186.240005,189.440002,183.600006,189.360001,3276563
2014-12-11,181.440002,186.960007,181.039993,183.759995,2695863
2014-12-12,175.440002,178.960007,174.479996,178.639999,3308575
2014-12-15,168.479996,176.399994,167.759995,175.679993,3217963
2014-12-16,170.399994,173.839996,164.240005,165.199997,5962000
2014-12-17,170.720001,179.440002,166.800003,167.679993,5928050
2014-12-18,165.919998,174.000000,164.320007,173.440002,4141300
2014-12-19,175.679993,176.800003,167.440002,169.839996,3480113
2014-12-22,167.360001,171.119995,166.880005,171.119995,2572713
2014-12-23,172.479996,174.160004,167.520004,167.520004,2022325
2014-12-24,168.399994,169.600006,166.720001,169.520004,1220325
2014-12-26,166.240005,169.759995,165.039993,169.759995,1569313
2014-12-29,162.399994,167.600006,160.160004,167.600006,2700738
2014-12-30,162.320007,164.399994,161.360001,162.479996,2138475
2014-12-31,162.880005,163.360001,158.720001,160.080002,3037663
2015-01-02,159.119995,162.800003,157.520004,159.759995,2638313
2015-01-05,150.320007,154.880005,150.320007,154.639999,3937438
2015-01-06,144.399994,149.600006,144.000000,148.479996,5279375
2015-01-07,146.960007,149.199997,144.399994,146.399994,3916575
2015-01-08,148.399994,148.720001,144.479996,146.240005,3338188
2015-01-09,146.240005,148.000000,142.880005,147.199997,3312775
2015-01-12,139.279999,142.080002,139.119995,142.080002,3845300
2015-01-13,140.960007,141.839996,136.800003,138.000000,4125963
2015-01-14,146.160004,147.839996,138.160004,139.600006,5296163
2015-01-15,139.600006,148.880005,139.360001,148.320007,6261588
2015-01-16,146.639999,147.679993,141.759995,141.919998,4717325
2015-01-20,139.839996,142.800003,138.800003,141.360001,3563363
2015-01-21,142.160004,144.240005,140.800003,141.759995,2957988
2015-01-22,139.279999,143.520004,137.279999,142.720001,4722638
2015-01-23,136.000000,139.759995,135.679993,137.440002,4067663
2015-01-26,134.960007,138.800003,134.880005,136.000000,3548138
2015-01-27,137.679993,139.279999,135.199997,135.360001,2901325
2015-01-28,132.479996,136.720001,132.000000,135.679993,5010625
2015-01-29,133.440002,134.479996,130.399994,134.399994,3577388
2015-01-30,142.559998,144.559998,133.839996,133.919998,5995188
2015-02-02,148.960007,149.600006,143.440002,147.199997,5189975
2015-02-03,156.960007,162.320007,150.880005,151.600006,9557625
2015-02-04,146.240005,152.800003,143.600006,152.639999,8318588
2015-02-05,152.240005,155.839996,147.839996,147.919998,6273275
2015-02-06,155.759995,159.039993,152.880005,153.440002,5191263
2015-02-09,158.160004,161.440002,157.440002,158.240005,4354900
2015-02-10,151.520004,156.800003,149.360001,156.720001,4217725
2015-02-11,148.080002,149.679993,144.080002,147.919998,4519538
2015-02-12,153.440002,154.479996,149.199997,152.320007,3990525
2015-02-13,156.960007,159.759995,155.679993,157.839996,3862988
2015-02-17,158.320007,161.520004,151.919998,155.039993,3811400
2015-02-18,154.080002,158.639999,153.360001,156.399994,3145075
2015-02-19,152.800003,155.039993,147.119995,147.600006,6027513
2015-02-20,149.199997,153.360001,149.119995,152.559998,3568038
2015-02-23,144.880005,148.720001,144.160004,145.360001,6229325
2015-02-24,144.320007,147.759995,144.160004,147.279999,2277100
2015-02-25,149.199997,150.399994,142.559998,145.199997,4786513
2015-02-26,144.240005,147.440002,140.639999,146.240005,5014588
2015-02-27,144.800003,146.800003,142.559998,144.880005,3558788
2015-03-02,146.559998,150.080002,144.160004,145.039993,2988463
2015-03-03,147.919998,149.360001,145.440002,146.559998,2859313
2015-03-04,152.080002,152.800003,145.919998,149.679993,4095288
2015-03-05,149.679993,152.800003,148.880005,150.720001,2845650
2015-03-06,145.919998,148.399994,143.759995,147.279999,3432000
2015-03-09,146.800003,149.119995,145.119995,145.440002,2466125
2015-03-10,143.279999,145.919998,141.919998,144.720001,3344225
2015-03-11,142.160004,142.800003,139.520004,142.720001,3726263
2015-03-12,139.520004,142.479996,138.720001,142.160004,2975613
2015-03-13,134.399994,137.360001,133.360001,137.199997,5575763
2015-03-16,130.800003,131.919998,128.000000,131.759995,4962713
2015-03-17,127.680000,129.919998,127.199997,128.399994,3909250
2015-03-18,134.080002,134.240005,124.879997,125.440002,6803463
2015-03-19,128.639999,130.720001,127.279999,127.519997,4052600
2015-03-20,131.440002,134.399994,131.039993,132.399994,3674463
2015-03-23,134.240005,135.039993,131.520004,131.679993,2645050
2015-03-24,134.320007,136.080002,133.679993,135.759995,2656113
2015-03-25,138.880005,140.240005,134.320007,136.399994,3994238
2015-03-26,145.679993,146.399994,141.199997,143.440002,5439213
2015-03-27,137.119995,143.279999,136.960007,143.279999,3954138
2015-03-30,137.839996,139.360001,135.039993,138.399994,3259450
2015-03-31,134.720001,137.919998,134.320007,135.919998,2884625
2015-04-01,140.639999,143.039993,135.440002,136.000000,4369238
2015-04-02,140.479996,141.440002,136.479996,138.960007,4674100
2015-04-06,147.440002,148.080002,141.520004,142.800003,5161613
2015-04-07,152.479996,153.440002,145.440002,145.839996,5493675
2015-04-08,144.559998,150.000000,143.039993,149.679993,4861588
2015-04-09,144.240005,147.919998,144.000000,145.119995,2348750
