Date,"('CLOSE', 'USO')","('HIGH', 'USO')","('LOW', 'USO')","('OPEN', 'USO')","('VOLUME', 'USO')"
2010-04-12,327.440002,331.920013,327.200012,328.880005,795413
2010-04-13,327.119995,328.559998,322.239990,326.959991,1324150
2010-04-14,334.079987,335.040009,327.519989,329.279999,1619975
2010-04-15,333.679993,335.679993,332.000000,335.119995,857750
2010-04-16,324.799988,330.640015,322.799988,328.559998,2170825
2010-04-19,320.880005,320.880005,317.359985,317.440002,1203788
2010-04-20,322.399994,325.440002,321.200012,321.600006,857938
2010-04-21,322.160004,324.880005,318.959991,323.279999,1468638
2010-04-22,322.399994,322.799988,314.320007,317.760010,849038
2010-04-23,327.600006,327.679993,319.040009,320.239990,1143813
2010-04-26,322.799988,327.519989,322.239990,326.720001,901575
2010-04-27,314.959991,324.320007,314.559998,320.799988,1528675
2010-04-28,319.760010,320.559998,314.640015,318.160004,1315313
2010-04-29,328.320007,328.640015,324.959991,324.959991,1423025
2010-04-30,330.640015,332.640015,327.600006,331.359985,1681200
2010-05-03,331.679993,335.200012,330.320007,330.399994,1042838
2010-05-04,317.600006,325.359985,317.600006,325.279999,2063563
2010-05-05,306.480011,313.920013,305.440002,305.839996,2790738
2010-05-06,295.679993,306.720001,288.000000,303.440002,3019750
2010-05-07,290.480011,295.839996,286.799988,293.839996,3110038
