date,ticker,q_stop,stop_reason,regime,lambda1,lambda_int,delta_lambda,rs_value,sigma_lo,sigma_hi,sigma_center,window,alpha,adjacency,laplacian,n_nodes,n_edges,n_components,lcc_fraction,zero_degree_fraction,data_hash,prices_file_mtime,git_commit,tau,delta_ds_max,r2_exp,r2_power
2002-09-26,SPX,0.1,gap,Degenerate,0.0,0.4642637557129501,0.4642637557129501,0.987350399698828,0.0203566,0.0369353,0.02742037796931326,40,0.1,abs,combinatorial,253,13222,6,0.9802371541501976,0.019762845849802372,8a2d52e06c41f7b46c4429b7b8180559,2026-02-13T14:39:10.259569,NA,0.01273028765910201,0.11169939784200045,0.999204545403502,0.9991303410253313
2002-09-27,SPX,0.1,gap,Degenerate,0.0,0.5941362364968517,0.5941362364968517,0.9838405476123523,0.0203566,0.0369353,0.02742037796931326,40,0.1,abs,combinatorial,253,13755,7,0.9723320158102767,0.019762845849802372,8a2d52e06c41f7b46c4429b7b8180559,2026-02-13T14:39:10.259569,NA,0.016291440170008966,0.1151721019055395,0.9991986483913191,0.9991027851459333
2002-09-30,SPX,0.1,gap,Degenerate,0.0,0.6111662539029376,0.6111662539029376,0.9833812313215822,0.0203566,0.0369353,0.02742037796931326,40,0.1,abs,combinatorial,253,13113,8,0.9723320158102767,0.02766798418972332,8a2d52e06c41f7b46c4429b7b8180559,2026-02-13T14:39:10.259569,NA,0.016758409684107824,0.1087888011404573,0.9992485265627107,0.9991529742561175
2002-10-01,SPX,0.1,gap,Degenerate,0.0,0.41807988760990517,0.41807988760990517,0.9886015516777703,0.0203566,0.0369353,0.02742037796931326,40,0.1,abs,combinatorial,253,12520,8,0.9723320158102767,0.02766798418972332,8a2d52e06c41f7b46c4429b7b8180559,2026-02-13T14:39:10.259569,NA,0.011463908539631609,0.1078914334826993,0.999157434118684,0.9990883871130033
2002-10-02,SPX,0.1,gap,Degenerate,0.0,0.47202368322445387,0.47202368322445387,0.9871403334869913,0.0203566,0.0369353,0.02742037796931326,40,0.1,abs,combinatorial,253,11943,8,0.9723320158102767,0.02766798418972332,8a2d52e06c41f7b46c4429b7b8180559,2026-02-13T14:39:10.259569,NA,0.012943067804481916,0.10033516044396129,0.999248977304375,0.9991752174668329
2002-10-03,SPX,0.1,gap,Degenerate,0.0,0.40751851754887836,0.40751851754887836,0.988887888942197,0.0203566,0.0369353,0.02742037796931326,40,0.1,abs,combinatorial,253,11142,7,0.9762845849802372,0.023715415019762844,8a2d52e06c41f7b46c4429b7b8180559,2026-02-13T14:39:10.259569,NA,0.011174311780684464,0.09137249036641198,0.9994354860567436,0.9993819765570826
2002-10-04,SPX,0.1,gap,Degenerate,0.0,0.378740430704443,0.378740430704443,0.9896685342924549,0.0203566,0.0369353,0.02742037796931326,40,0.1,abs,combinatorial,253,11020,5,0.9841897233201581,0.015810276679841896,8a2d52e06c41f7b46c4429b7b8180559,2026-02-13T14:39:10.259569,NA,0.010385205762176325,0.08535291706011666,0.9994965120487215,0.9994499581755992
2002-10-07,SPX,0.1,gap,Degenerate,0.0,0.5117632170531465,0.5117632170531465,0.9860652591271092,0.0203566,0.0369353,0.02742037796931326,40,0.1,abs,combinatorial,253,11153,5,0.9841897233201581,0.015810276679841896,8a2d52e06c41f7b46c4429b7b8180559,2026-02-13T14:39:10.259569,NA,0.01403274084238898,0.08371576447951745,0.9995349527753904,0.9994741277568653
2002-10-08,SPX,0.1,gap,Degenerate,0.0,0.5837535042667719,0.5837535042667719,0.9841206853590331,0.0203566,0.0369353,0.02742037796931326,40,0.1,abs,combinatorial,253,10901,6,0.9802371541501976,0.019762845849802372,8a2d52e06c41f7b46c4429b7b8180559,2026-02-13T14:39:10.259569,NA,0.016006741727906004,0.08280760942024323,0.9995271272254942,0.9994566642300262
2002-10-09,SPX,0.1,gap,Degenerate,0.0,0.5767718373226309,0.5767718373226309,0.9843091034051474,0.0203566,0.0369353,0.02742037796931326,40,0.1,abs,combinatorial,253,11304,7,0.9762845849802372,0.023715415019762844,8a2d52e06c41f7b46c4429b7b8180559,2026-02-13T14:39:10.259569,NA,0.0158153017814418,0.08550290956066708,0.9994821250396546,0.9994086636410432
2002-10-10,SPX,0.1,gap,Degenerate,0.0,0.5362062532901972,0.5362062532901972,0.9854045828474364,0.0203566,0.0369353,0.02742037796931326,40,0.1,abs,combinatorial,253,10999,6,0.9802371541501976,0.019762845849802372,8a2d52e06c41f7b46c4429b7b8180559,2026-02-13T14:39:10.259569,NA,0.01470297813472653,0.08585355656781812,0.9993383113467299,0.999259267475683
2002-10-11,SPX,0.1,gap,Degenerate,0.0,0.5560871781035323,0.5560871781035323,0.984867543351292,0.0203566,0.0369353,0.02742037796931326,40,0.1,abs,combinatorial,253,12129,5,0.9841897233201581,0.015810276679841896,8a2d52e06c41f7b46c4429b7b8180559,2026-02-13T14:39:10.259569,NA,0.015248120607487675,0.09791885708415582,0.9991736176074131,0.9990805551149743
