date,ds
2002-09-25,0.9751762086465307
2002-09-26,1.1662318166643155
2002-09-27,1.1768281340702254
2002-09-30,1.1530227779605664
2002-10-01,1.1188769654653998
2002-10-02,0.7638914237497721
2002-10-03,0.8058783362613562
2002-10-04,0.8155269066748234
2002-10-07,0.8012029665629197
2002-10-08,0.8847546236009903
2002-10-09,0.8792569999666198
2002-10-10,0.8413414905501185
2002-10-11,0.8371900104165947
2002-10-14,0.8302843863130546
2002-10-15,0.7416550379489889
2002-10-16,0.7220731986298562
2002-10-17,0.7475415752147335
2002-10-18,0.7328114058835509
2002-10-21,0.6958800184801524
2002-10-22,0.8104758804209078
2002-10-23,0.812330112301731
2002-10-24,0.7240335083449206
2002-10-25,0.6984717097744039
2002-10-28,0.7898061854115014
2002-10-29,0.7409530225864424
2002-10-30,0.7661354410776844
2002-10-31,0.7585538716700192
2002-11-01,0.6819321085409474
2002-11-04,0.6501362679891933
2002-11-05,0.7014000845248872
2002-11-06,0.6605237788918966
2002-11-07,0.6955547105860226
2002-11-08,0.7679429331046855
2002-11-11,0.7798842526541189
2002-11-12,0.7837175467064234
2002-11-13,0.7871842849734089
2002-11-14,0.8004813120941909
2002-11-15,0.7734080757462071
2002-11-18,0.7535156089719584
2002-11-19,0.7451030868579835
2002-11-20,0.7595392442342402
2002-11-21,0.7108520525418448
2002-11-22,0.7400220978630964
2002-11-25,0.7423287473490202
2002-11-26,0.7242387586227061
2002-11-27,0.7103227697949528
2002-11-29,0.7489782368964024
2002-12-02,0.7583542184559117
2002-12-03,0.7661251811159773
2002-12-04,0.7676899496534957
2002-12-05,0.7563601315927373
2002-12-06,0.7724558469834603
2002-12-09,0.7814180684055704
2002-12-10,0.787509251522246
2002-12-11,0.7815265346512213
2002-12-12,0.7851838079388881
2002-12-13,0.7501583752068417
2002-12-16,0.7560400570877868
2002-12-17,0.7370638419549131
2002-12-18,0.7637576160211904
2002-12-19,0.7468039779436159
2002-12-20,0.740608989910653
2002-12-23,0.7362829628821285
2002-12-24,0.730545863883316
2002-12-26,0.7262015015351158
2002-12-27,0.7326481520976638
2002-12-30,0.7293814918907306
2002-12-31,0.6822956069156498
2003-01-02,0.6940520959834492
2003-01-03,0.6907694266336577
2003-01-06,0.6553154691758637
2003-01-07,0.6909239197006303
2003-01-08,0.7505581811796233
2003-01-09,0.7353947503484779
2003-01-10,0.7250821113118455
2003-01-13,0.711068387157414
2003-01-14,0.6797409698515292
2003-01-15,0.6889601223581646
2003-01-16,0.6906681253533932
2003-01-17,0.677579276501443
2003-01-21,0.6905951465799923
2003-01-22,0.7189518491178399
2003-01-23,0.7467044746058569
2003-01-24,0.7164105144916312
2003-01-27,0.7283815021787882
2003-01-28,0.7299842410430553
2003-01-29,0.7281063945708754
2003-01-30,0.7609322090924502
2003-01-31,0.7814464109709178
2003-02-03,0.7209214393099275
2003-02-04,0.7315371470611708
2003-02-05,0.7775914610667565
2003-02-06,0.7639192374267653
2003-02-07,0.745805194160789
2003-02-10,0.751811461069841
2003-02-11,0.7560150140165982
2003-02-12,0.7585241222931266
2003-02-13,0.7378691393794548
2003-02-14,0.7342558457052817
2003-02-18,0.7390887722433042
2003-02-19,0.7096298557136343
2003-02-20,0.7352305191010682
2003-02-21,0.6144762984558716
2003-02-24,0.7637551230767716
2003-02-25,0.5191589989089925
2003-02-26,0.8109399600659715
2003-02-27,0.8144278560910736
2003-02-28,0.8039032021197031
2003-03-03,0.8021974554893964
2003-03-04,0.7697832484489374
2003-03-05,0.7599608419709052
2003-03-06,0.655205412441338
2003-03-07,0.7367638590778443
2003-03-10,0.7535084503928543
2003-03-11,0.7451749265460957
2003-03-12,0.7453620503032193
2003-03-13,0.7132458261463377
2003-03-14,0.6408816566235079
2003-03-17,0.630610591025481
2003-03-18,0.7243840257421131
2003-03-19,0.7349131831817087
2003-03-20,0.7191949785844073
2003-03-21,0.7547429193184648
2003-03-24,0.24288077484329865
2003-03-25,0.25732637301359446
2003-03-26,0.2222521386694555
2003-03-27,0.6692664678429041
2003-03-28,0.6013782997745521
2003-03-31,0.7116286114100169
2003-04-01,0.6839528870283879
2003-04-02,0.5330005342007322
2003-04-03,0.617279750512549
2003-04-04,0.6304067691828069
2003-04-07,0.6178800093076959
2003-04-08,0.6230105082321186
2003-04-09,0.6492358475095951
2003-04-10,0.6229071286411795
2003-04-11,0.6467968100980769
2003-04-14,0.6663129982208805
2003-04-15,0.6483472150166003
2003-04-16,0.6340883612907323
2003-04-17,0.7192981608883392
2003-04-21,0.7061415440087628
2003-04-22,0.6946952990929566
2003-04-23,0.6304920642167692
2003-04-24,0.6963430705134184
2003-04-25,0.6673619071118263
2003-04-28,0.6743970009567672
2003-04-29,0.6913236417282246
2003-04-30,0.7187754672318349
2003-05-01,0.732898497104347
2003-05-02,0.7416729566524717
2003-05-05,0.7340765734301747
2003-05-06,0.7381204949845224
2003-05-07,0.7180803357076012
2003-05-08,0.7336176553103403
2003-05-09,0.7189676809218993
2003-05-12,0.6928457716769778
2003-05-13,0.7281806744456982
2003-05-14,0.7105733531799712
2003-05-15,0.6913558887334187
2003-05-16,0.7474628219696774
2003-05-19,0.7417930337393555
2003-05-20,0.7608588042574508
2003-05-21,0.751321607677195
2003-05-22,0.7654517096832707
2003-05-23,0.772844889807967
2003-05-27,0.8033015282552954
2003-05-28,0.8203704331061902
2003-05-29,0.8187777136845679
2003-05-30,0.8245311695117435
2003-06-02,0.8350046406140035
2003-06-03,0.8335755651409843
2003-06-04,0.7981727872064508
2003-06-05,0.810440740900095
2003-06-06,0.8110573929631528
2003-06-09,0.7884305370955509
2003-06-10,0.789207979048795
2003-06-11,0.8253969904825631
2003-06-12,0.8172442862209884
2003-06-13,0.8183350149625402
2003-06-16,0.8192302989814916
2003-06-17,0.7958814169908308
2003-06-18,0.796641923607002
2003-06-19,0.8010162193407669
2003-06-20,0.8057618829949207
2003-06-23,0.950054527109969
2003-06-24,0.9934426463234293
2003-06-25,0.9854060677142964
2003-06-26,1.0100950792503962
2003-06-27,0.9963421169969873
2003-06-30,0.945178417010705
2003-07-01,0.9230973364193907
2003-07-02,0.9378466881296447
2003-07-03,0.950076220017196
2003-07-07,0.9637492640299219
2003-07-08,0.9750773157059409
2003-07-09,0.9598120417554619
2003-07-10,1.0058370443043152
2003-07-11,1.0147902761373842
2003-07-14,0.9827041278781388
