Date,"('CLOSE', 'IWM')","('HIGH', 'IWM')","('LOW', 'IWM')","('OPEN', 'IWM')","('VOLUME', 'IWM')"
2013-12-31,98.601387,98.900540,98.438987,98.601387,38357200
2014-01-02,97.532936,98.396213,97.131213,98.370565,44247700
2014-01-03,98.028687,98.208178,97.532943,97.891927,26468000
2014-01-06,97.233795,98.524429,97.191056,98.481696,36198000
2014-01-07,98.045769,98.430400,97.532934,97.601313,28545300
2014-01-08,98.174004,98.362045,97.498768,98.105624,30763600
2014-01-09,98.199631,98.626994,97.575683,98.507333,29872800
2014-01-10,98.738113,98.746663,97.780823,98.225278,29174600
2014-01-13,97.387657,98.712481,96.806442,98.550087,45370800
2014-01-14,98.584267,98.729575,97.592786,97.815017,39125300
2014-01-15,99.319351,99.396280,98.772326,98.840706,31644100
2014-01-16,99.438988,99.473178,99.003081,99.191123,23091900
2014-01-17,99.088531,99.515895,98.883399,99.413326,28722300
2014-01-21,99.678299,99.891981,98.960325,99.772319,29828700
2014-01-22,100.182602,100.319361,99.575746,99.738147,24011500
2014-01-23,99.507370,99.815072,98.857782,99.763791,36057500
2014-01-24,96.968803,98.926130,96.772220,98.883397,53591900
2014-01-27,95.549965,97.302152,95.002940,97.250870,60368200
2014-01-28,96.558556,96.575647,95.549977,95.669638,43722200
2014-01-29,95.165352,96.225219,94.891839,95.626905,61904600
2014-01-30,96.584198,97.139772,95.763660,96.011532,40851600
2014-01-31,95.866249,96.584217,95.020064,95.088444,49293400
2014-02-03,92.866127,95.900405,92.438763,95.618350,91686000
2014-02-04,93.566978,93.977244,92.652421,93.327656,53138100
2014-02-05,92.866127,93.293491,91.686599,93.002880,60644600
2014-02-06,93.601189,93.994362,93.037066,93.062706,57611700
2014-02-07,94.661064,94.737986,93.592655,93.994378,44068600
2014-02-10,94.908920,94.951653,93.985813,94.695238,38211600
2014-02-11,95.755081,96.020045,94.763601,94.977283,44394100
2014-02-12,96.131180,96.592733,95.703816,95.900400,42307500
2014-02-13,97.353447,97.498749,95.182439,95.199530,42082400
2014-02-14,97.490196,97.618407,96.703849,97.131212,32428200
2014-02-18,98.507317,98.678259,97.558569,97.780800,33630400
2014-02-19,97.498734,98.840655,97.421811,98.208159,44024300
2014-02-20,98.550087,98.755220,97.362016,97.609881,35919600
2014-02-21,98.857765,99.242390,98.635534,98.823575,34814100
2014-02-24,99.584297,100.268075,98.943252,99.011625,43102800
2014-02-25,99.686859,100.208243,99.302234,99.712506,28474200
2014-02-26,100.302238,100.951833,99.515891,99.755214,40794800
2014-02-27,100.849289,100.909120,99.797978,99.968921,29906200
2014-02-28,100.447548,101.464675,99.832150,100.823630,47362700
2014-03-03,99.909088,100.225340,98.789397,99.592837,50892800
2014-03-04,102.421974,103.063020,101.011673,101.028765,112793900
2014-03-05,102.362160,102.533103,102.114288,102.447631,34691300
2014-03-06,102.345070,102.780983,102.071557,102.669871,35087600
2014-03-07,102.310837,102.968980,101.738171,102.917699,36931800
2014-03-10,101.968979,102.208302,101.276645,102.020260,32089000
2014-03-11,100.909103,102.404876,100.439007,102.062990,50359500
2014-03-12,101.216827,101.233926,99.934736,100.336459,37159100
2014-03-13,100.045837,101.678363,99.473165,101.584343,53542800
2014-03-14,100.464653,100.746715,99.678305,99.686848,46888100
2014-03-17,100.909103,101.798021,100.755252,101.045863,41561600
2014-03-18,102.379242,102.464713,100.943300,101.045869,41606600
2014-03-19,101.712563,102.345059,100.943307,102.293777,47423000
2014-03-20,101.849297,102.174091,100.994569,101.481764,33212900
2014-03-21,101.379219,102.789521,101.336480,102.327967,47110800
2014-03-24,100.225327,101.909140,99.310769,101.772381,66747000
2014-03-25,100.201347,101.383915,99.524368,100.835477,47699700
2014-03-26,98.281799,100.844031,98.247521,100.801182,69052500
2014-03-27,98.033302,98.873094,97.424880,98.298950,65234900
2014-03-28,97.939049,99.404406,97.673401,98.101868,50558000
2014-03-31,99.695709,99.987070,98.230353,98.581699,44599200
2014-04-01,101.006844,101.169657,99.909962,99.944240,47906600
2014-04-02,101.461044,101.529601,100.869757,101.366781,33856500
2014-04-03,100.432701,101.495304,99.987098,101.461026,38473500
2014-04-04,98.110413,101.221088,97.707652,101.083976,86345900
2014-04-07,96.679329,97.896174,96.045199,97.647662,68537700
2014-04-08,97.356316,97.861904,96.148035,96.670765,60087900
2014-04-09,98.761688,98.761688,97.262053,97.690520,42744900
2014-04-10,95.942360,98.641704,95.462479,98.633133,74860200
2014-04-11,94.614120,96.182305,94.142804,95.153987,70998200
2014-04-14,94.879814,95.950983,93.962894,95.591072,62657700
2014-04-15,95.248268,95.736721,93.114503,95.145434,76968000
2014-04-16,96.285141,96.353697,95.316808,95.916659,49353800
2014-04-17,96.765022,97.184925,95.736704,95.968073,50275100
2014-04-21,97.219208,97.287764,96.216596,96.944989,31970700
2014-04-22,98.221817,98.564586,97.236341,97.373447,40541900
2014-04-23,97.604828,98.350357,97.493422,98.101851,33859500
2014-04-24,97.356316,98.264664,96.559366,98.196108,44318900
2014-04-25,95.642456,97.013550,95.299681,96.979272,58386300
2014-04-28,95.085442,96.439400,93.680070,95.985225,66050100
2014-04-29,95.325409,95.959545,95.034054,95.479657,34487600
2014-04-30,95.959518,96.028068,94.219936,95.016885,43929700
2014-05-01,95.925232,96.636482,94.725523,95.762412,78690900
2014-05-02,96.002342,96.936404,95.702417,96.053756,43450300
2014-05-05,95.882393,96.130905,94.716962,95.222556,28108400
2014-05-06,94.322739,95.728110,94.254182,95.471034,45354700
2014-05-07,94.382744,94.648391,92.917387,94.459871,64243800
2014-05-08,93.431541,95.325365,93.140187,94.288476,58520300
2014-05-09,94.288498,94.314205,92.788863,93.140209,48409900
2014-05-12,96.430817,96.867855,94.699812,94.845489,76291700
2014-05-13,95.488174,96.705019,95.411047,96.302259,58122800
2014-05-14,93.937134,95.222535,93.765743,95.205393,65720700
2014-05-15,93.303009,93.585799,92.069028,93.465829,75870500
2014-05-16,93.894295,93.937144,92.574615,93.345857,44666200
2014-05-19,94.905487,95.153999,93.363002,93.637221,35336900
2014-05-20,93.457260,94.699819,92.908823,94.674112,89567900
2014-05-21,93.937134,94.374166,93.020214,93.962841,55278500
2014-05-22,94.914047,95.162559,93.937143,94.228497,41295000
2014-05-23,95.950943,95.993786,94.699820,94.854068,42643800
2014-05-27,97.330620,97.553418,96.533670,96.585084,46373900
2014-05-28,96.825005,97.227765,96.430816,97.116366,37055400
2014-05-29,97.150658,97.339178,96.576507,97.116379,25556800
2014-05-30,96.713608,97.202060,96.267998,97.116368,38856000
2014-06-02,96.190865,96.919257,95.428194,96.893550,40369700
2014-06-03,95.959518,96.285151,95.213983,95.668157,31143700
2014-06-04,96.336571,96.465112,95.256838,95.531057,28835500
2014-06-05,98.358925,98.444617,96.053769,96.593642,67182000
2014-06-06,99.301537,99.610033,98.641700,98.778806,45854000
2014-06-09,100.175621,100.672644,99.113024,99.301544,44025700
2014-06-10,99.978508,100.115621,99.370086,99.944230,39799900
2014-06-11,99.490097,99.687195,98.890245,99.421541,30144700
2014-06-12,98.881668,99.335842,98.470343,99.215872,39481200
2014-06-13,99.053032,99.327257,98.256089,99.121588,33779400
2014-06-16,99.532921,99.532921,98.633137,98.967341,30051100
2014-06-17,100.235626,100.646951,99.215872,99.438677,62573000
2014-06-18,100.912590,100.955433,99.832851,100.175626,37448900
2014-06-19,100.998276,101.315344,100.347004,101.263923,30915900
2014-06-20,101.332481,101.375331,100.741195,101.006849,30104400
2014-06-23,101.135376,101.589557,100.852593,101.546707,21388700
2014-06-24,100.055649,101.898059,99.961386,100.895441,41788300
2014-06-25,100.904015,100.938293,99.447229,99.455794,34620800
2014-06-26,100.732651,100.964020,99.909988,100.938313,28018300
2014-06-27,101.409622,101.555306,100.287040,100.312747,38525100
2014-06-30,101.812363,101.872348,100.972571,101.255361,34195600
2014-07-01,102.849258,103.663350,102.146573,102.197993,65733200
2014-07-02,102.452682,103.192476,102.272036,102.848385,30796700
2014-07-03,103.072060,103.149483,102.581732,102.865608,15933900
2014-07-07,101.308617,102.771002,101.248401,102.745196,32279000
2014-07-08,100.078438,101.248343,99.527895,101.084905,52537600
2014-07-09,100.207489,100.723622,99.803183,100.362330,27891700
2014-07-10,99.140823,99.829005,98.039738,98.177370,50834300
2014-07-11,99.011787,99.252649,98.504258,99.080607,33923700
2014-07-14,99.519341,100.181710,99.269875,100.147301,28823400
2014-07-15,98.538658,99.785980,97.953706,99.407480,49534700
2014-07-16,98.272011,99.003200,97.910718,98.968797,63433000
2014-07-17,96.758026,98.297822,96.517158,97.652654,62221500
2014-07-18,98.263397,98.452641,96.740797,96.938651,46164100
2014-07-21,97.867699,98.056949,97.213933,97.644045,32720500
2014-07-22,98.693520,99.140833,98.228998,98.469859,31326500
2014-07-23,98.813950,99.304277,98.504268,98.934380,26417600
2014-07-24,98.616096,99.484925,98.358027,99.115028,31905100
2014-07-25,97.721458,98.074153,97.385972,97.867695,46514500
2014-07-28,97.231117,97.962306,96.542942,97.945105,37373400
2014-07-29,97.497787,98.160164,97.231120,97.540801,30574500
2014-07-30,97.884918,98.332232,97.472008,98.220405,30219000
2014-07-31,95.648293,97.196692,95.527862,96.887010,61507700
2014-08-01,95.209587,96.087013,94.504204,95.622497,67805300
2014-08-04,96.052650,96.173081,94.530050,95.622538,34646200
2014-08-05,95.811768,96.542963,95.106384,95.579510,44375000
2014-08-06,96.112862,96.749426,95.166610,95.201019,33658300
2014-08-07,95.648293,96.792385,95.286994,96.422489,40852200
2014-08-08,96.577362,96.689195,95.476276,95.768756,32667200
2014-08-11,97.497787,98.254789,96.878432,97.110689,31000700
2014-08-12,96.826820,97.609627,96.379507,97.153710,31188400
2014-08-13,97.583862,97.764509,96.947291,97.136542,23122900
2014-08-14,97.730064,97.833294,97.403182,97.652641,20882100
2014-08-15,97.540833,98.452668,96.568781,98.452668,53713800
2014-08-18,98.960205,99.046226,98.142988,98.495683,33287300
2014-08-19,99.304291,99.553757,98.977401,99.037617,22692600
2014-08-20,98.882744,99.115008,98.418229,98.796723,26266900
2014-08-21,99.097824,99.269873,97.927919,98.822553,33018200
2014-08-22,99.106422,99.467715,98.590289,98.960186,30100100
2014-08-25,99.570938,100.138689,99.201041,99.751584,27808600
2014-08-26,100.474220,100.577443,99.613996,99.682809,34831700
2014-08-27,100.224754,100.594651,100.035504,100.551637,19070100
2014-08-28,99.708580,99.983851,99.364489,99.811803,22817800
2014-08-29,100.267715,100.482771,99.484915,99.923631,26231100
2014-09-02,100.818260,101.076330,100.216106,100.629016,38816400
2014-09-03,100.181717,101.334421,100.018272,101.300011,33266600
2014-09-04,99.794601,101.067729,99.545136,100.456971,26523500
2014-09-05,100.112869,100.147279,99.071999,99.596736,26935300
2014-09-08,100.267715,100.474174,99.639756,100.009652,20347300
2014-09-09,99.080612,100.121483,98.925772,100.095677,36390100
2014-09-10,99.665565,99.725781,98.676306,99.063411,23060600
2014-09-11,100.310738,100.413967,99.046207,99.072013,27075600
2014-09-12,99.244049,100.267711,98.899958,100.259114,32892900
2014-09-15,98.160202,99.269892,97.816111,99.235482,41644400
2014-09-16,98.435455,98.719331,97.549425,97.876308,51365900
2014-09-17,98.693520,99.330084,98.228998,98.487061,45543000
2014-09-18,99.295670,99.381691,98.848356,99.132225,24714600
2014-09-19,98.039772,99.708609,97.730091,99.691401,52459600
2014-09-22,96.663383,97.661240,96.388112,97.583823,45800600
2014-09-23,95.760155,96.878449,95.648328,96.259086,51616800
2014-09-24,96.627045,96.704681,95.402172,95.876598,34323100
2014-09-25,94.996750,96.463152,94.668969,96.376895,49733600
2014-09-26,95.850731,95.936988,95.057145,95.359056,26473300
2014-09-29,95.773071,96.049099,94.643084,94.729341,30619000
2014-09-30,94.323921,95.773068,94.289417,95.678183,55596900
2014-10-01,92.986954,94.358465,92.667794,94.272208,88621100
2014-10-02,93.875389,94.263551,92.245099,92.978297,71825900
2014-10-03,94.582710,95.160642,94.091036,94.668968,44034600
2014-10-06,93.771896,94.945016,93.599381,94.841503,35571200
2014-10-07,92.227875,93.590765,92.167494,93.176720,40271900
2014-10-08,93.996162,94.056543,91.227257,92.020836,51589200
2014-10-09,91.460121,93.935749,91.442872,93.927121,60783400
2014-10-10,90.347397,92.201961,90.218007,91.235861,66579500
2014-10-13,89.985115,91.529147,89.588326,90.433658,72054300
2014-10-14,91.037491,92.288240,90.450931,90.770091,70034800
2014-10-15,91.951813,92.296849,89.312297,89.872981,117497300
2014-10-16,92.986954,93.651143,90.528574,90.701095,100532300
2014-10-17,92.710915,94.211815,92.331374,94.160062,72675000
2014-10-20,93.797798,93.797798,92.296897,92.305525,34914400
2014-10-21,95.341797,95.393550,94.030667,94.306694,44748100
2014-10-22,93.978912,95.798973,93.901283,95.574705,48798300
2014-10-23,95.643700,96.247515,94.686227,94.919129,60795100
2014-10-24,95.807587,96.023234,95.264159,95.678197,41927400
2014-10-27,95.755844,95.824846,94.461963,95.246914,31133700
2014-10-28,98.481606,98.516110,96.005984,96.187126,84912900
2014-10-29,98.248734,99.102693,97.455154,98.645523,67133500
2014-10-30,99.085426,99.525341,97.593147,97.895051,59046200
2014-10-31,100.543198,100.888234,99.956638,100.845109,53133300
2014-11-03,100.370697,101.241912,99.973908,100.707106,39729600
2014-11-04,99.904884,100.491444,99.439086,99.973893,37347600
2014-11-05,100.086021,100.698458,99.671983,100.638077,31073500
2014-11-06,100.517311,100.517311,99.680600,100.042892,31720900
2014-11-07,100.672592,100.672592,99.801377,100.396564,28657700
2014-11-10,101.172897,101.190146,100.456948,100.646718,29371800
2014-11-11,101.241905,101.302286,100.810611,101.026258,23536800
2014-11-12,101.699051,101.854317,100.629444,100.655321,34594700
2014-11-13,100.836494,102.000986,100.594971,101.733586,25135200
2014-11-14,100.655342,101.103885,100.379314,100.870989,23321400
2014-11-17,99.818642,100.862372,99.784137,100.569089,29847300
2014-11-18,100.396538,101.026229,99.844482,100.198146,33717200
2014-11-19,99.326935,100.275780,98.654118,100.275780,38258700
2014-11-20,100.439690,100.456938,98.869781,98.869781,26555000
2014-11-21,100.560448,101.888833,100.198163,101.854329,43240400
2014-11-24,101.759468,101.828477,100.560472,100.698482,24573200
2014-11-25,101.837059,102.458123,101.379889,101.975076,26745900
2014-11-26,102.173500,102.216632,101.647321,101.845719,14640700
2014-11-28,100.655342,102.233872,100.551829,102.199375,21110700
2014-12-01,99.085426,100.465565,99.033667,100.336176,36244100
2014-12-02,100.275787,100.612196,99.180304,99.188925,31812100
2014-12-03,101.241905,101.535182,100.077407,100.301681,29148000
2014-12-04,100.758850,101.181523,100.249927,101.086638,28631900
2014-12-05,101.517906,101.768057,100.888215,101.138366,30261400
2014-12-08,100.249939,102.104504,99.930779,101.155652,32295000
2014-12-09,101.931992,102.018249,98.973315,99.163086,52645900
2014-12-10,99.766891,101.923361,99.680627,101.561069,45413600
2014-12-11,100.163696,101.509331,99.948049,100.241326,36021800
2014-12-12,98.947433,100.051545,98.852548,99.007814,44816000
2014-12-15,97.946823,99.835885,97.610414,99.421847,66361200
2014-12-16,97.808830,99.490874,97.498298,97.748449,62849700
2014-12-17,100.827866,100.914123,97.895066,98.024456,70379400
2014-12-18,102.328751,102.423636,101.328153,102.182112,54315600
2014-12-19,102.561668,103.061971,101.906100,102.346021,49041800
2014-12-22,103.260345,103.260345,102.475394,102.820424,27043400
2014-12-23,103.389748,103.890050,103.036084,103.890050,34533000
2014-12-24,103.688446,103.956843,103.255545,103.575888,19175400
2014-12-26,104.363770,104.614853,103.956842,104.017447,18261900
2014-12-29,104.805313,105.091023,104.424358,104.441671,27692500
2014-12-30,104.190598,104.969821,104.129992,104.580212,23996000
2014-12-31,103.567238,105.117024,103.497972,104.588884,35688700
2015-01-02,102.969856,104.381111,102.069421,103.956870,46133100
2015-01-05,101.593201,102.779352,101.117014,102.363771,51141900
2015-01-06,99.835640,101.965512,99.013131,101.835647,67446000
2015-01-07,101.065048,101.091021,99.982796,100.484956,32252100
2015-01-08,102.779343,102.900554,101.688430,101.870255,28361700
2015-01-09,101.792336,102.891901,101.567225,102.865928,26975200
2015-01-12,101.454666,102.173283,100.632157,101.904880,27316800
2015-01-13,101.532593,103.368095,100.277183,102.242550,49991400
2015-01-14,101.125664,101.385400,100.043411,100.415706,34224200
2015-01-15,99.420044,101.627835,99.117015,101.497970,46199400
2015-01-16,101.039078,101.246875,98.874573,99.056397,41895700
2015-01-20,100.614830,101.368080,99.705742,101.168943,36444400
2015-01-21,100.294479,101.142968,99.818292,100.259853,27333500
2015-01-22,102.337784,102.372417,99.653799,100.917869,37877000
2015-01-23,102.268547,102.831313,101.775040,102.372439,28173400
2015-01-26,103.255539,103.264192,101.359431,102.060728,23006800
2015-01-27,102.762032,103.246879,101.835624,102.043414,26919100
2015-01-28,101.030434,103.420042,100.710085,103.186279,38086100
2015-01-29,102.424385,102.441698,100.510957,101.316153,39299900
2015-01-30,100.173279,102.129993,100.086700,101.714412,49739800
2015-02-02,101.091034,101.160293,99.030421,100.536921,44819100
2015-02-03,102.900543,103.030415,101.532575,101.584527,43920000
2015-02-04,102.519615,103.238226,102.251212,102.528268,28597100
2015-02-05,103.844261,104.112658,102.684083,102.831268,32337100
2015-02-06,103.731728,104.606189,103.333460,103.982811,31694900
2015-02-09,102.909203,104.086694,102.787991,103.376736,32367900
2015-02-10,103.567238,103.757709,102.251215,103.489312,28960800
2015-02-11,103.420044,103.740393,102.701433,103.350785,23794200
2015-02-12,104.597519,104.692758,103.757690,104.034753,27854600
2015-02-13,105.220901,105.359433,104.458998,104.684109,20446900
2015-02-17,105.549911,105.679776,104.987139,105.333461,16868500
2015-02-18,105.662453,105.671113,104.874570,105.246865,20450200
2015-02-19,105.671135,105.956845,105.229574,105.420052,16620500
2015-02-20,105.956825,106.095357,104.675442,105.497951,30331600
2015-02-23,106.060738,106.086711,104.995798,105.714416,25778200
2015-02-24,106.199280,106.536942,105.792352,106.034775,20023600
2015-02-25,106.320480,106.528271,105.826974,106.121343,17059600
2015-02-26,106.710091,106.753383,105.913554,106.225244,24379000
2015-02-27,106.130013,106.805337,106.104040,106.519621,23821700
2015-03-02,106.900597,107.168993,106.086740,106.104060,29683500
2015-03-03,106.268539,106.658154,105.852958,106.658154,23068400
2015-03-04,105.939529,106.155980,105.290178,105.809658,22822500
2015-03-05,106.251228,106.424386,105.549931,106.086724,19725600
2015-03-06,104.909195,106.225217,104.658112,105.610499,37319900
2015-03-09,105.368095,105.558573,104.865935,105.082386,17556300
2015-03-10,104.155968,104.502283,103.749040,104.424364,32440300
2015-03-11,104.796669,104.883248,103.792336,104.303162,20914500
2015-03-12,106.536942,106.623520,105.402736,105.472002,41063300
2015-03-13,106.156006,106.658173,104.943881,106.441722,26371000
2015-03-16,106.779358,106.995808,106.389743,106.588880,19906300
2015-03-17,107.065071,107.168963,106.294501,106.467666,23142600
2015-03-18,107.922211,108.329139,106.363765,106.839958,40292600
2015-03-19,108.130028,108.190634,107.627861,107.671154,34008200
2015-03-20,109.082382,109.229574,108.493637,108.536929,34165600
2015-03-23,108.987144,109.368099,108.909225,109.047750,17132400
2015-03-24,108.961151,109.359419,108.796653,108.891885,30115600
2015-03-25,106.358459,109.076690,106.280296,109.015899,42514000
2015-03-26,106.228172,106.740558,105.550786,106.028427,26899200
2015-03-27,106.905571,107.018473,105.828701,106.280290,23066800
2015-03-30,108.355858,108.546917,107.426622,107.443995,20487000
2015-03-31,108.008499,108.303767,107.600329,107.930336,24507800
2015-04-01,108.051910,108.051910,106.731877,107.886910,31955200
2015-04-02,108.251656,108.781407,107.939015,107.999806,23586400
2015-04-06,108.729309,108.972479,107.582962,107.609021,22045600
2015-04-07,108.034538,108.989826,108.008486,108.529552,20214700
2015-04-08,108.963776,109.128782,108.017167,108.017167,19314400
2015-04-09,108.572968,109.189569,107.487412,108.868242,22325300
2015-04-10,109.094055,109.241689,108.746676,108.937735,14966300
2015-04-13,109.163521,109.762750,109.059312,109.154841,22819200
2015-04-14,109.137466,109.493532,108.364551,109.198257,22600800
2015-04-15,109.901703,110.405396,109.354578,109.563010,37282300
2015-04-16,109.840942,110.075420,109.563040,109.832256,24439900
2015-04-17,108.060593,109.033253,107.530841,108.659822,48283500
2015-04-20,109.120117,109.380647,108.407993,108.599052,24602300
2015-04-21,109.007195,109.641162,108.920351,109.467476,13844600
2015-04-22,109.172203,109.319837,108.095333,109.007196,21991300
2015-04-23,109.667229,109.893026,108.781418,108.972477,18025800
2015-04-24,109.302475,109.823541,109.154841,109.710645,14992500
2015-04-27,108.095337,110.214345,107.721905,109.606429,32924600
2015-04-28,108.694588,108.876960,107.035854,108.156149,35654900
2015-04-29,107.513481,108.468769,107.365840,108.095338,26437900
2015-04-30,105.238136,107.200823,104.786548,106.870810,72393800
2015-05-01,105.924225,106.089232,105.003675,105.533421,47996200
2015-05-04,106.306358,107.122692,105.776606,106.063188,37675100
2015-05-05,104.951553,106.488704,104.456540,106.254221,56891600
2015-05-06,105.316284,105.507343,104.421787,105.177336,34348300
2015-05-07,105.715775,106.149997,104.708376,105.203389,29826100
2015-05-08,106.506073,107.035825,106.297648,106.757923,26357100
2015-05-11,106.566879,107.391906,106.332402,106.471350,28406700
2015-05-12,106.375824,106.749256,104.968947,106.254242,34961600
2015-05-13,106.375824,107.001105,105.950288,106.610308,27214700
2015-05-14,107.504807,107.565597,106.341087,106.888211,23293200
2015-05-15,107.383209,107.444000,106.766614,107.305046,22055600
2015-05-18,108.599037,108.694567,106.966357,107.166102,30846000
2015-05-19,108.451401,108.599041,107.956387,108.381930,23256800
2015-05-20,108.651131,108.955085,107.982424,108.703235,20838500
2015-05-21,108.529556,108.963779,108.104020,108.538243,16229300
2015-05-22,108.060593,108.764031,107.687161,108.347181,22601400
2015-05-26,107.027145,107.721904,106.401864,107.635061,44037800
2015-05-27,108.338516,108.442732,106.636365,107.131378,32086300
2015-05-28,108.242966,108.303757,107.487416,108.077959,18631900
2015-05-29,107.591629,108.321126,107.096616,108.216910,33468900
2015-06-01,107.930328,108.468767,106.844772,108.286394,35649400
2015-06-02,108.138756,108.824828,107.235579,107.513481,29477600
2015-06-03,109.215637,109.363271,108.051918,108.347192,30774800
2015-06-04,108.121361,109.094021,107.756616,108.625060,25820600
2015-06-05,108.903015,109.007224,107.096648,107.886936,36626500
2015-06-08,108.399307,109.094066,108.182196,108.798791,18798700
2015-06-09,108.069275,108.434020,107.252935,108.303752,23928300
2015-06-10,109.415359,109.840902,108.425333,108.494810,42563500
2015-06-11,109.693314,109.893059,109.345941,109.571732,17489400
2015-06-12,109.363258,109.554317,108.929036,109.354572,23578600
2015-06-15,109.015884,109.250368,107.635060,108.651139,30618300
2015-06-16,109.788811,109.988556,108.833523,108.885627,32800900
2015-06-17,109.623795,110.257756,109.397997,110.066697,32467000
2015-06-18,111.091454,111.369362,110.066688,110.136166,39642100
2015-06-19,111.039352,111.299889,110.813555,111.004614,23310900
2015-06-22,111.803596,111.890433,111.291204,111.525688,25230000
2015-06-23,112.038063,112.107540,111.508311,111.751475,23378500
2015-06-24,111.091454,112.116225,110.926454,111.820944,26436800
2015-06-25,111.030678,111.525691,110.509612,111.464907,24100900
2015-06-26,110.726715,111.456206,110.136172,111.247787,38219900
2015-06-29,107.930328,110.353290,107.782694,109.971173,49224900
2015-06-30,108.434006,108.833490,107.938993,108.711908,39631300
2015-07-01,108.755363,109.563018,107.739278,109.224318,28627700
2015-07-02,107.952103,108.981215,107.594533,108.850394,31486400
2015-07-06,107.917236,108.588779,107.114879,107.219537,27852200
2015-07-07,108.039330,108.135264,105.989828,108.039330,39347100
2015-07-08,106.390984,107.577079,105.771773,107.097412,40724500
2015-07-09,106.774742,107.734083,106.635198,107.577099,29770400
2015-07-10,108.257370,108.440516,107.585834,108.004452,28735800
2015-07-13,109.478348,109.574282,108.798088,108.815528,21349900
2015-07-14,110.088837,110.324309,109.364968,109.417294,21009500
2015-07-15,109.504517,110.306880,109.251598,110.158613,22238300
2015-07-16,110.158638,110.533654,109.862117,109.984215,33568400
2015-07-17,109.678947,110.219663,109.330095,110.158614,24739900
2015-07-20,109.085899,109.766159,108.806818,109.696387,23271100
2015-07-21,108.571365,109.713859,108.239959,109.077202,28118700
2015-07-22,108.972511,109.094609,108.039334,108.213763,20654200
2015-07-23,107.768974,109.356249,107.533502,109.007396,39712100
2015-07-24,106.033455,107.891087,105.954960,107.690501,39533000
2015-07-27,105.152565,105.806662,104.890924,105.640955,35627200
2015-07-28,106.050850,106.233996,104.079837,105.457802,53474800
2015-07-29,106.347435,106.687565,105.501469,105.841598,32411300
2015-07-30,106.652634,106.783454,105.536310,106.077025,29383900
2015-07-31,107.236977,107.856187,106.591603,106.792189,31812700
2015-08-03,106.704964,107.411393,105.928770,107.298012,34033200
2015-08-04,106.452072,107.236990,106.059617,106.739876,21728900
2015-08-05,106.696236,107.734071,106.321227,106.914268,25673500
2015-08-06,105.257248,106.975343,104.463607,106.809636,42225300
2015-08-07,104.550812,105.039208,103.844389,104.777567,42261400
2015-08-10,105.754356,105.981105,104.925830,104.943276,28798900
2015-08-11,104.847359,105.606107,104.350245,105.074114,33383800
2015-08-12,104.646736,104.951980,102.885039,104.280444,46500100
2015-08-13,104.297920,105.170049,104.123497,104.742708,35698300
2015-08-14,104.969444,105.082819,103.800788,104.210690,21091500
2015-08-17,106.077049,106.120658,104.306628,104.681644,22328200
2015-08-18,105.231079,105.928778,105.108975,105.928778,26360400
2015-08-19,104.140930,105.091548,103.556599,104.568272,45178900
2015-08-20,101.507088,103.443215,101.507088,103.207736,51879800
2015-08-21,100.320976,101.742550,99.745375,100.408188,79168300
2015-08-24,96.405128,100.225051,94.416676,95.506837,83809200
2015-08-25,95.663834,99.509919,95.550453,99.466317,59240200
2015-08-26,98.097076,98.280223,95.428357,97.530191,51605300
2015-08-27,99.850037,100.399482,97.992404,98.812208,49533700
2015-08-28,100.835548,100.905314,99.605843,99.736664,41601400
2015-08-31,100.469261,101.149527,100.085529,100.382050,29250900
2015-09-01,97.591225,99.527352,97.329583,98.646500,45129200
2015-09-02,99.344200,99.396526,97.748203,98.908136,26865800
2015-09-03,99.187233,100.408208,99.030249,99.492477,33334500
2015-09-04,98.437210,99.161072,97.922650,98.140683,31154600
2015-09-08,100.687271,100.791929,99.518622,99.911077,29916300
2015-09-09,99.527367,101.533259,99.431432,101.315227,40963000
2015-09-10,99.980888,100.539051,99.187254,99.204694,29877900
2015-09-11,100.451820,100.469260,99.126187,99.562252,27949400
2015-09-14,99.989616,100.765811,99.797747,100.748365,22365800
2015-09-15,101.114647,101.332679,100.059372,100.172746,26745300
2015-09-16,101.986771,102.056536,100.983821,101.123358,27127800
2015-09-17,102.335602,103.687404,101.760000,101.969309,50405400
2015-09-18,100.922775,101.899556,100.643694,100.957661,42736100
2015-09-21,100.739624,102.300736,100.364608,101.637916,33021700
2015-09-22,99.213402,100.059368,98.594191,99.815166,35786900
2015-09-23,98.916870,99.788999,98.611626,99.440146,25506800
2015-09-24,98.751175,98.916875,97.565079,98.367436,39810300
2015-09-25,97.451454,99.629292,97.022887,99.550571,43750300
2015-09-28,94.722610,97.215309,94.355260,97.127848,56765300
2015-09-29,94.049141,95.431061,93.576839,94.678877,49980700
2015-09-30,95.509773,95.710941,94.381504,94.880044,50834500
2015-10-01,95.343575,95.929576,93.961655,95.658442,44985900
2015-10-02,96.760483,96.760483,93.690531,94.442715,58019200
2015-10-05,99.069519,99.226953,97.556410,97.661368,45220500
2015-10-06,98.387291,99.419356,97.766303,99.017027,34140000
2015-10-07,100.127823,100.145313,98.509749,98.920827,36371000
2015-10-08,101.028725,101.238634,99.664294,100.040386,43072200
2015-10-09,101.229858,101.579712,100.932487,101.212369,26497200
2015-10-12,101.081192,101.448536,100.643876,101.273612,22984000
