q_int,lambda1,lambda_int,delta_lambda,delta_ds_max,R2_exp,R2_power,Regime,ticker,regime
0.8,0.06326,1.004838,0.941578,0.006343,1.0,1.0,Degenerate,EEM,Degenerate
